rate_hz,rcvbuf_requested,rcvbuf_actual,sndbuf_requested,sndbuf_actual,trial,sample_count,ok_count,parse_error_count,missing_delta_total,missing_rate,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,tx_status,rx_status,copy_status,run_validity,source_csv
180000,8000,16000,default,default,2,1789353,1789353,0,10641,0.0059468422385074386,0.008449594352260286,0.006278,0.007963,0.013704,51.652915,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_default_run2.csv
180000,8000,16000,default,default,3,1798875,1798875,0,1119,0.000622055451323744,0.006911421058161351,0.006278,0.009056,0.011371,2.293069,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_180000_rcvbuf_8000_sndbuf_default_run3.csv
200000,100000,200000,default,default,1,1999995,1999995,0,0,0.0,0.04635930680326701,0.006278,0.245039,0.417207,2.351111,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_100000_sndbuf_default_run1.csv
200000,100000,200000,default,default,2,1999995,1999995,0,0,0.0,0.05105791858879647,0.006297,0.311928,0.524412,1.087823,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_100000_sndbuf_default_run2.csv
200000,100000,200000,default,default,3,1982097,1982097,0,17898,0.009029830527971133,0.12886188743739585,0.006296,0.08950459999999916,0.206539,345.286411,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_100000_sndbuf_default_run3.csv
200000,16000,32000,default,default,1,1994067,1994067,0,5928,0.002972818867169458,0.040851977150216115,0.00626,0.23952100000000004,0.41267,4.307261,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_16000_sndbuf_default_run1.csv
200000,16000,32000,default,default,2,1956924,1956924,0,43071,0.022009541504933252,0.017818131715385984,0.006315,0.006537000000000001,0.008574,215.720242,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_16000_sndbuf_default_run2.csv
200000,16000,32000,default,default,3,1996071,1996071,0,3924,0.0019658619357728257,0.025362780218739715,0.006259,0.16951100000000002,0.367484,19.594038,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_16000_sndbuf_default_run3.csv
200000,2000,4000,default,default,1,1986777,1986777,0,13218,0.006652986218382838,0.008505607057057737,0.006241,0.008148,0.072297,0.3533,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_2000_sndbuf_default_run1.csv
200000,2000,4000,default,default,2,1950519,1950519,0,49476,0.025365556551871577,0.019445945336087473,0.006352,0.069352,0.081612,6.875796,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_2000_sndbuf_default_run2.csv
200000,2000,4000,default,default,3,1930452,1930452,0,69543,0.036024205730057005,0.017148596624003084,0.006296,0.060333,0.070779,297.241044,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_2000_sndbuf_default_run3.csv
200000,32000,64000,default,default,1,1999953,1999953,0,42,2.1000493511597523e-05,0.035279466753968716,0.006314,0.187131,0.295928,1.22251,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_32000_sndbuf_default_run1.csv
200000,32000,64000,default,default,2,1998132,1998132,0,1863,0.0009323708343592916,0.031844537875876065,0.006297,0.208668,0.421651,4.130496,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_32000_sndbuf_default_run2.csv
200000,32000,64000,default,default,3,1998618,1998618,0,1377,0.0006889760824729888,0.021699125446183312,0.006333,0.131834,0.298243,3.141007,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_32000_sndbuf_default_run3.csv
200000,4000,8000,default,default,1,1947294,1947294,0,52701,0.027063709948266672,0.02569650889696163,0.006278,0.130502,0.145483,1.807685,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_4000_sndbuf_default_run1.csv
200000,4000,8000,default,default,2,1988457,1988457,0,11538,0.0058024890656423545,0.007200252791486062,0.006333,0.006518,0.008129,55.706242,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_4000_sndbuf_default_run2.csv
200000,4000,8000,default,default,3,1992123,1992123,0,7872,0.003951563231788398,0.021388190866226633,0.006296,0.086094,0.11527899999999999,6.512564,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_4000_sndbuf_default_run3.csv
200000,8000,16000,default,default,1,1963293,1963293,0,36702,0.018694102204816092,0.04519306523223992,0.006334,0.22244599999999998,0.266688,3.996779,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_8000_sndbuf_default_run1.csv
200000,8000,16000,default,default,2,1995687,1995687,0,4308,0.002158655139808998,0.04385640372262784,0.028889,0.130539,0.202299,0.762878,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_8000_sndbuf_default_run2.csv
200000,8000,16000,default,default,3,1962498,1962498,0,37497,0.01910677106422529,0.05911895966008628,0.006426,0.23187199999999997,0.252669,4.127779,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_200000_rcvbuf_8000_sndbuf_default_run3.csv
500000,100000,200000,default,default,1,4583049,4583049,0,31185,0.006804422121605072,0.05048443603614101,0.005352,0.007833,0.012759,295.416987,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_100000_sndbuf_default_run1.csv
500000,100000,200000,default,default,2,4714725,4714725,0,10377,0.0022009767271686047,0.009558682436409335,0.005389,0.007722,0.01087,18.12313,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_100000_sndbuf_default_run2.csv
500000,100000,200000,default,default,3,4580001,4580001,0,131577,0.028728596347468046,0.052743861601776944,0.005389,0.007723,0.010926,310.646001,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_100000_sndbuf_default_run3.csv
500000,16000,32000,default,default,1,4736823,4736823,0,8592,0.0018138739826250633,0.006205331826838368,0.00537,0.007685000000000001,0.010426,4.045968,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_16000_sndbuf_default_run1.csv
500000,16000,32000,default,default,2,4721982,4721982,0,6381,0.0013513393316620013,0.006098324006317686,0.005388,0.00774,0.011111,3.07124,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_16000_sndbuf_default_run2.csv
500000,16000,32000,default,default,3,4609752,4609752,0,22152,0.004805464588984397,0.0072615707810311705,0.005371,0.008482,0.029556,34.500328,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_16000_sndbuf_default_run3.csv
500000,2000,4000,default,default,1,4696371,4696371,0,2607,0.0005551094664369573,0.005727041919388396,0.005351,0.007778,0.011666,2.851632,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_2000_sndbuf_default_run1.csv
500000,2000,4000,default,default,2,4629846,4629846,0,99198,0.021425766645370062,0.006240550520254886,0.005407,0.007778,0.010371,117.42067,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_2000_sndbuf_default_run2.csv
500000,2000,4000,default,default,3,4548381,4548381,0,10113,0.00222342851225524,0.006390479813366558,0.005407,0.008667,0.033074,49.829404,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_2000_sndbuf_default_run3.csv
500000,32000,64000,default,default,1,4708980,4708980,0,8772,0.0018628237962361276,0.00727306049399233,0.005389,0.007814,0.010889,6.752982,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_32000_sndbuf_default_run1.csv
500000,32000,64000,default,default,2,4709019,4709019,0,29544,0.0062739181982489345,0.008509277779512039,0.005371,0.00776,0.010537,52.149376,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_32000_sndbuf_default_run2.csv
500000,32000,64000,default,default,3,4699836,4699836,0,16203,0.003447567106596911,0.0071904531377265084,0.00537,0.007723,0.010463,31.853096,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_32000_sndbuf_default_run3.csv
500000,4000,8000,default,default,1,4578882,4578882,0,158148,0.034538562033264886,0.007414462244495491,0.00537,0.007759,0.010315,305.101243,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_4000_sndbuf_default_run1.csv
500000,4000,8000,default,default,2,4700868,4700868,0,7803,0.0016599062130653317,0.005744498779799816,0.005389,0.007982,0.010796,3.125076,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_4000_sndbuf_default_run2.csv
500000,4000,8000,default,default,3,4686852,4686852,0,51423,0.010971756735651136,0.0062834372502054685,0.005407,0.007759,0.01013,59.993987,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_4000_sndbuf_default_run3.csv
500000,8000,16000,default,default,1,4390704,4390704,0,10767,0.0024522263400129,0.005879403245356553,0.005389,0.007815,0.010407,10.020749,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_8000_sndbuf_default_run1.csv
500000,8000,16000,default,default,2,4696098,4696098,0,10191,0.002170099516662557,0.006101623194192285,0.005426,0.007815,0.010297,5.488813,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_8000_sndbuf_default_run2.csv
500000,8000,16000,default,default,3,4347642,4347642,0,7431,0.0017092023676282453,0.018110810014946032,0.005389,0.007852,0.010518,1047.522565,0,0,0,ok,C:\tmp\adaptive-udp-link-issue-131-highrate\data\socket_buffer_txrx_highrate\rate_500000_rcvbuf_8000_sndbuf_default_run3.csv
